Date,Host,Service,Message
"2024-10-14T02:26:16.407Z","""sc-03-prod-westeurope-8cb5ec23-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:26:16.404Z","""sc-03-prod-westeurope-8cb5ec23-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:26:16.391Z","""sc-03-prod-westeurope-67080139-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:26:16.379Z","""sc-03-prod-westeurope-67080139-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:26:16.377Z","""sc-03-prod-westeurope-67080139-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:26:16.371Z","""sc-03-prod-westeurope-67080139-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:26:16.360Z","""sc-03-prod-westeurope-054e6293-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:26:16.353Z","""sc-03-prod-westeurope-8cb5ec23-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:26:16.351Z","""sc-03-prod-westeurope-054e6293-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:26:16.334Z","""sc-03-prod-westeurope-8cb5ec23-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:26:16.331Z","""sc-03-prod-westeurope-4b5467f3-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:26:16.330Z","""sc-03-prod-westeurope-4b5467f3-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:26:16.306Z","""sc-03-prod-westeurope-4b5467f3-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:26:16.306Z","""sc-03-prod-westeurope-67080139-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:26:16.301Z","""sc-03-prod-westeurope-67080139-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:26:16.286Z","""sc-03-prod-westeurope-4b5467f3-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:26:16.285Z","""sc-03-prod-westeurope-8cb5ec23-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:26:16.267Z","""sc-03-prod-westeurope-4b5467f3-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:26:16.259Z","""sc-03-prod-westeurope-67080139-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:26:14.747Z","""sc-03-prod-southeastasia-b0c4bd56-cast000000-sc-03-prod-southeastasia""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1000003163 were found in the CDM., status=ERROR}"
"2024-10-14T02:26:13.589Z","""ceaidmds-24-8-16-0-prod-vmss-us-eastus2000000""","""dmds-service""","Unable to create the wallet"
"2024-10-14T02:26:09.679Z","""ceaidmds-24-8-16-0-prod-vmss-us-eastus2000001""","""dmds-service""","Unable to create the wallet"
"2024-10-14T02:26:06.283Z","""ceaidmds-24-8-16-0-prod-vmss-us-eastus2000000""","""dmds-service""","Unable to create the wallet"
"2024-10-14T02:26:05.530Z","""ceaidmds-24-8-16-0-prod-vmss-us-eastus2000003""","""dmds-service""","Unable to create the wallet"
"2024-10-14T02:26:03.514Z","""ceaidmds-24-8-16-0-prod-vmss-us-eastus2000002""","""dmds-service""","Unable to create the wallet"
"2024-10-14T02:26:01.014Z","""sc-03-nonprod-eastus2-3dcca0d4-cast000000-sc-03-nonprod-eastus2""","""dmds-service""","{errorMessage=values attribute should be present and not empty in Filter, status=ERROR}"
"2024-10-14T02:25:58.575Z","""ceaidmds-24-8-16-0-prod-vmss-us-eastus2000000""","""dmds-service""","Unable to create the wallet"
"2024-10-14T02:25:58.474Z","""ceaidmds-24-8-16-0-prod-vmss-us-eastus2000002""","""dmds-service""","Unable to create the wallet"
"2024-10-14T02:25:56.321Z","""sc-03-prod-southeastasia-b0e71aa8-cast000000-sc-03-prod-southeastasia""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1000505687 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:55.880Z","""sc-03-prod-westeurope-4b5467f3-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:55.866Z","""sc-03-prod-westeurope-8cb5ec23-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:55.855Z","""sc-03-prod-westeurope-4b5467f3-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:55.828Z","""sc-03-prod-westeurope-67080139-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:55.818Z","""sc-03-prod-westeurope-4b5467f3-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:55.815Z","""sc-03-prod-westeurope-054e6293-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:55.815Z","""sc-03-prod-westeurope-67080139-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:55.814Z","""sc-03-prod-westeurope-67080139-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:55.813Z","""sc-03-prod-westeurope-4b5467f3-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:55.788Z","""sc-03-prod-westeurope-054e6293-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:55.780Z","""sc-03-prod-westeurope-4b5467f3-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:55.773Z","""sc-03-prod-westeurope-8cb5ec23-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:55.772Z","""sc-03-prod-westeurope-054e6293-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:55.770Z","""sc-03-prod-westeurope-8cb5ec23-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:55.769Z","""sc-03-prod-westeurope-054e6293-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:55.736Z","""sc-03-prod-westeurope-67080139-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:55.734Z","""sc-03-prod-westeurope-4b5467f3-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:55.733Z","""sc-03-prod-westeurope-67080139-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:55.728Z","""sc-03-prod-westeurope-8cb5ec23-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:55.721Z","""sc-03-prod-westeurope-4b5467f3-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:55.714Z","""sc-03-prod-westeurope-8cb5ec23-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:55.694Z","""sc-03-prod-westeurope-67080139-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:55.690Z","""sc-03-prod-westeurope-67080139-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:55.689Z","""sc-03-prod-westeurope-67080139-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:55.681Z","""sc-03-prod-westeurope-67080139-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:55.678Z","""sc-03-prod-westeurope-054e6293-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:55.667Z","""sc-03-prod-westeurope-4b5467f3-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:55.643Z","""sc-03-prod-westeurope-4b5467f3-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:55.643Z","""sc-03-prod-westeurope-67080139-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:55.638Z","""sc-03-prod-westeurope-054e6293-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:55.633Z","""sc-03-prod-westeurope-8cb5ec23-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:55.630Z","""sc-03-prod-westeurope-67080139-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:55.628Z","""sc-03-prod-westeurope-054e6293-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:55.599Z","""sc-03-prod-westeurope-054e6293-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:55.599Z","""sc-03-prod-westeurope-67080139-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:55.599Z","""sc-03-prod-westeurope-8cb5ec23-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:55.586Z","""sc-03-prod-westeurope-8cb5ec23-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:55.585Z","""sc-03-prod-westeurope-8cb5ec23-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:55.581Z","""sc-03-prod-westeurope-054e6293-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:55.556Z","""sc-03-prod-westeurope-054e6293-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:55.554Z","""sc-03-prod-westeurope-8cb5ec23-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:55.550Z","""sc-03-prod-westeurope-054e6293-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:55.538Z","""sc-03-prod-westeurope-4b5467f3-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:55.537Z","""sc-03-prod-westeurope-4b5467f3-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:55.536Z","""sc-03-prod-westeurope-054e6293-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:55.515Z","""sc-03-prod-westeurope-4b5467f3-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:55.505Z","""sc-03-prod-westeurope-8cb5ec23-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:55.501Z","""sc-03-prod-westeurope-67080139-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:55.497Z","""sc-03-prod-westeurope-054e6293-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:55.491Z","""sc-03-prod-westeurope-054e6293-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:55.491Z","""sc-03-prod-westeurope-8cb5ec23-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:55.470Z","""sc-03-prod-westeurope-67080139-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:55.457Z","""sc-03-prod-westeurope-4b5467f3-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:55.452Z","""sc-03-prod-westeurope-8cb5ec23-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:55.027Z","""sc-03-nonprod-eastus2-e5524851-cast000000-sc-03-nonprod-eastus2""","""dmds-service""","{errorMessage=No Suitable Adapter found for 137182/ dataset does not exist, status=ERROR}"
"2024-10-14T02:25:54.969Z","""sc-03-nonprod-eastus2-e5524851-cast000000-sc-03-nonprod-eastus2""","""dmds-service""","{errorMessage=No Suitable Adapter found for 137182/ dataset does not exist, status=ERROR}"
"2024-10-14T02:25:54.673Z","""ceaidmds-24-8-16-0-prod-vmss-us-eastus2000001""","""dmds-service""","Unable to create the wallet"
"2024-10-14T02:25:52.400Z","""sc-03-prod-southeastasia-b0c4bd56-cast000000-sc-03-prod-southeastasia""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1000695471 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:50.827Z","""sc-03-prod-southeastasia-b0c4bd56-cast000000-sc-03-prod-southeastasia""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1000695471 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:50.511Z","""ceaidmds-24-8-16-0-prod-vmss-us-eastus2000003""","""dmds-service""","Unable to create the wallet"
"2024-10-14T02:25:48.501Z","""ceaidmds-24-8-16-0-prod-vmss-us-eastus2000002""","""dmds-service""","Unable to create the wallet"
"2024-10-14T02:25:48.041Z","""ceaidmds-24-8-16-0-prod-vmss-us-eastus2000003""","""dmds-service""","Unable to create the wallet"
"2024-10-14T02:25:44.578Z","""sc-03-prod-southeastasia-9e33d8cb-cast000000-sc-03-prod-southeastasia""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1000695471 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:43.569Z","""ceaidmds-24-8-16-0-prod-vmss-us-eastus2000000""","""dmds-service""","Unable to create the wallet"
"2024-10-14T02:25:43.341Z","""sc-03-prod-southeastasia-9e33d8cb-cast000000-sc-03-prod-southeastasia""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1000695471 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:39.662Z","""ceaidmds-24-8-16-0-prod-vmss-us-eastus2000001""","""dmds-service""","Unable to create the wallet"
"2024-10-14T02:25:39.164Z","""sc-03-prod-southeastasia-b0e71aa8-cast000000-sc-03-prod-southeastasia""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1000695471 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:38.258Z","""sc-03-prod-southeastasia-b0e71aa8-cast000000-sc-03-prod-southeastasia""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1000695471 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:36.737Z","""sc-03-prod-southeastasia-9e33d8cb-cast000000-sc-03-prod-southeastasia""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1000695471 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:35.501Z","""ceaidmds-24-8-16-0-prod-vmss-us-eastus2000003""","""dmds-service""","Unable to create the wallet"
"2024-10-14T02:25:35.408Z","""sc-03-prod-southeastasia-b0e71aa8-cast000000-sc-03-prod-southeastasia""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1000695471 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:33.491Z","""ceaidmds-24-8-16-0-prod-vmss-us-eastus2000002""","""dmds-service""","Unable to create the wallet"
"2024-10-14T02:25:30.224Z","""ceaidmds-24-8-16-0-prod-vmss-us-eastus2000001""","""dmds-service""","Unable to create the wallet"
"2024-10-14T02:25:28.564Z","""ceaidmds-24-8-16-0-prod-vmss-us-eastus2000000""","""dmds-service""","Unable to create the wallet"
"2024-10-14T02:25:24.655Z","""ceaidmds-24-8-16-0-prod-vmss-us-eastus2000001""","""dmds-service""","Unable to create the wallet"
"2024-10-14T02:25:20.489Z","""ceaidmds-24-8-16-0-prod-vmss-us-eastus2000003""","""dmds-service""","Unable to create the wallet"
"2024-10-14T02:25:18.486Z","""ceaidmds-24-8-16-0-prod-vmss-us-eastus2000002""","""dmds-service""","Unable to create the wallet"
"2024-10-14T02:25:16.112Z","""sc-03-prod-southeastasia-b0c4bd56-cast000000-sc-03-prod-southeastasia""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1000505687 were found in the CDM., status=ERROR}"
"2024-10-14T02:25:15.909Z","""ceaidmds-24-8-16-0-prod-vmss-us-eastus2000001""","""dmds-service""","Unable to create the wallet"
"2024-10-14T02:25:13.552Z","""ceaidmds-24-8-16-0-prod-vmss-us-eastus2000000""","""dmds-service""","Unable to create the wallet"
"2024-10-14T02:25:12.670Z","""dmds-23-7-2-12-uat-vmss-eu-westeurope000000""","""dmds-service""","[dd.trace 2024-10-14 02:25:12:201 +0000] [dd-trace-processor] WARN datadog.trace.agent.common.writer.ddagent.DDAgentApi - Error while sending 1 (size=1KB) traces. Total: 335560, Received: 335560, Sent: 0, Failed: 335560. java.net.ConnectException: Failed to connect to datadog-agent/172.18.0.2:8126 (Will not log warnings for 5 minutes)"
"2024-10-14T02:25:10.200Z","""dmds-23-7-2-12-perf-vmss-us-eastus2000001""","""dmds-service""","[dd.trace 2024-10-14 02:25:10:034 +0000] [dd-trace-processor] WARN datadog.trace.agent.common.writer.ddagent.DDAgentApi - Error while sending 1 (size=1KB) traces. Total: 282346, Received: 282346, Sent: 0, Failed: 282346. java.net.ConnectException: Failed to connect to datadog-agent/172.18.0.2:8126 (Will not log warnings for 5 minutes)"
"2024-10-14T02:25:09.640Z","""ceaidmds-24-8-16-0-prod-vmss-us-eastus2000001""","""dmds-service""","Unable to create the wallet"
"2024-10-14T02:25:05.481Z","""ceaidmds-24-8-16-0-prod-vmss-us-eastus2000003""","""dmds-service""","Unable to create the wallet"
"2024-10-14T02:25:03.483Z","""ceaidmds-24-8-16-0-prod-vmss-us-eastus2000002""","""dmds-service""","Unable to create the wallet"
"2024-10-14T02:24:59.435Z","""sc-03-prod-southeastasia-13e68de0-cast000000-sc-03-prod-southeastasia""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1000695471 were found in the CDM., status=ERROR}"
"2024-10-14T02:24:59.363Z","""sc-03-prod-southeastasia-13e68de0-cast000000-sc-03-prod-southeastasia""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1000695471 were found in the CDM., status=ERROR}"
"2024-10-14T02:24:58.541Z","""ceaidmds-24-8-16-0-prod-vmss-us-eastus2000000""","""dmds-service""","Unable to create the wallet"
"2024-10-14T02:24:56.290Z","""sc-03-prod-southeastasia-9e33d8cb-cast000000-sc-03-prod-southeastasia""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1000695471 were found in the CDM., status=ERROR}"
"2024-10-14T02:24:54.632Z","""ceaidmds-24-8-16-0-prod-vmss-us-eastus2000001""","""dmds-service""","Unable to create the wallet"
"2024-10-14T02:24:51.099Z","""dmds-23-7-2-12-perf-vmss-us-eastus2000000""","""dmds-service""","[dd.trace 2024-10-14 02:24:50:296 +0000] [dd-trace-processor] WARN datadog.trace.agent.common.writer.ddagent.DDAgentApi - Error while sending 1 (size=1KB) traces. Total: 282095, Received: 282095, Sent: 0, Failed: 282095. java.net.ConnectException: Failed to connect to datadog-agent/172.18.0.2:8126 (Will not log warnings for 5 minutes)"
"2024-10-14T02:24:50.476Z","""ceaidmds-24-8-16-0-prod-vmss-us-eastus2000003""","""dmds-service""","Unable to create the wallet"
"2024-10-14T02:24:48.467Z","""ceaidmds-24-8-16-0-prod-vmss-us-eastus2000002""","""dmds-service""","Unable to create the wallet"
"2024-10-14T02:24:47.817Z","""sc-03-nonprod-eastus2-e5524851-cast000000-sc-03-nonprod-eastus2""","""dmds-service""","{errorMessage=values attribute should be present and not empty in Filter, status=ERROR}"
"2024-10-14T02:24:46.704Z","""sc-03-prod-eastus2-181563dd-cast000000-sc-03-prod-eastus2""","""dmds-service""","{errorMessage=Error while calling Security CatalogFor dataset id 161909 dataViewId OrderId_1695 not found or not entitled to, status=ERROR}"
"2024-10-14T02:24:46.218Z","""df-23-7-2-12-perf-vmss-us-eastus2000004""","""df-service""","[dd.trace 2024-10-14 02:24:45:344 +0000] [dd-trace-processor] WARN datadog.trace.agent.common.writer.ddagent.DDAgentApi - Error while sending 1 (size=1KB) traces. Total: 126554, Received: 126554, Sent: 0, Failed: 126554. java.net.ConnectException: Failed to connect to datadog-agent/172.18.0.2:8126 (Will not log warnings for 5 minutes)"
"2024-10-14T02:24:45.875Z","""sc-03-prod-westeurope-8cb5ec23-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:24:45.842Z","""sc-03-prod-westeurope-8cb5ec23-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:24:45.836Z","""sc-03-prod-westeurope-8cb5ec23-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:24:45.829Z","""sc-03-prod-westeurope-054e6293-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:24:45.825Z","""sc-03-prod-westeurope-67080139-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:24:45.814Z","""sc-03-prod-westeurope-8cb5ec23-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:24:45.794Z","""sc-03-prod-westeurope-8cb5ec23-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:24:45.790Z","""sc-03-prod-westeurope-4b5467f3-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
"2024-10-14T02:24:45.790Z","""sc-03-prod-westeurope-67080139-cast000000-sc-03-prod-westeurope""","""dmds-service""","{errorMessage=No group level item rules for groupLevelId:1002199227 were found in the CDM., status=ERROR}"
